Symbol,Name,Label
IBP,"Installed Building Products, Inc.","Installed Building Products, Inc. (IBP)"
IBTX,"Independent Bank Group, Inc","Independent Bank Group, Inc (IBTX)"
ICE,Intercontinental Exchange Inc.,Intercontinental Exchange Inc. (ICE)
ICEL,,ICEL
ICFI,"ICF International, Inc.","ICF International, Inc. (ICFI)"
ICGE,,ICGE
ICON,"Iconix Brand Group, Inc.","Iconix Brand Group, Inc. (ICON)"
ICPT,"Intercept Pharmaceuticals, Inc.","Intercept Pharmaceuticals, Inc. (ICPT)"
ICUI,"ICU Medical, Inc.","ICU Medical, Inc. (ICUI)"
IDA,"IDACORP, Inc.","IDACORP, Inc. (IDA)"
IDCC,"InterDigital, Inc.","InterDigital, Inc. (IDCC)"
IDIX,,IDIX
IDRA,"Idera Pharmaceuticals, Inc.","Idera Pharmaceuticals, Inc. (IDRA)"
IDT,IDT Corporation,IDT Corporation (IDT)
IDTI,"Integrated Device Technology, Inc.","Integrated Device Technology, Inc. (IDTI)"
IDXX,"IDEXX Laboratories, Inc.","IDEXX Laboratories, Inc. (IDXX)"
IEX,IDEX Corporation,IDEX Corporation (IEX)
IFF,"International Flavors & Fragrances, Inc.","International Flavors & Fragrances, Inc. (IFF)"
IFT,,IFT
IG,,IG
IGT,International Game Technology,International Game Technology (IGT)
IGTE,,IGTE
IHC,Independence Holding Company,Independence Holding Company (IHC)
IHS,,IHS
III,"Information Services Group, Inc.","Information Services Group, Inc. (III)"
IIIN,"Insteel Industries, Inc.","Insteel Industries, Inc. (IIIN)"
IILG,,IILG
IIVI,II-VI Incorporated,II-VI Incorporated (IIVI)
IL,,IL
ILMN,"Illumina, Inc.","Illumina, Inc. (ILMN)"
IM,,IM
IMGN,"ImmunoGen, Inc.","ImmunoGen, Inc. (IMGN)"
IMI,"Intermolecular, Inc.","Intermolecular, Inc. (IMI)"
IMKTA,"Ingles Markets, Incorporated","Ingles Markets, Incorporated (IMKTA)"
IMMR,Immersion Corporation,Immersion Corporation (IMMR)
IMMU,"Immunomedics, Inc.","Immunomedics, Inc. (IMMU)"
IMN,,IMN
IMPV,"Imperva, Inc.","Imperva, Inc. (IMPV)"
INAP,Internap Corporation,Internap Corporation (INAP)
INCY,Incyte Corporation,Incyte Corporation (INCY)
INDB,Independent Bank Corp.,Independent Bank Corp. (INDB)
INFA,,INFA
INFI,"Infinity Pharmaceuticals, Inc.","Infinity Pharmaceuticals, Inc. (INFI)"
INFN,Infinera Corporation,Infinera Corporation (INFN)
INFO,IHS Markit Ltd.,IHS Markit Ltd. (INFO)
INGN,"Inogen, Inc","Inogen, Inc (INGN)"
INGR,Ingredion Incorporated,Ingredion Incorporated (INGR)
ININ,,ININ
INN,"Summit Hotel Properties, Inc.","Summit Hotel Properties, Inc. (INN)"
INO,"Inovio Pharmaceuticals, Inc.","Inovio Pharmaceuticals, Inc. (INO)"
INSM,"Insmed, Inc.","Insmed, Inc. (INSM)"
INSY,"Insys Therapeutics, Inc.","Insys Therapeutics, Inc. (INSY)"
INT,World Fuel Services Corporation,World Fuel Services Corporation (INT)
INTC,Intel Corporation,Intel Corporation (INTC)
INTL,INTL FCStone Inc.,INTL FCStone Inc. (INTL)
INTU,Intuit Inc.,Intuit Inc. (INTU)
INTX,"Intersections, Inc.","Intersections, Inc. (INTX)"
INVN,,INVN
INWK,"InnerWorkings, Inc.","InnerWorkings, Inc. (INWK)"
IO,Ion Geophysical Corporation,Ion Geophysical Corporation (IO)
IOSP,Innospec Inc.,Innospec Inc. (IOSP)
IP,International Paper Company,International Paper Company (IP)
IPAR,"Inter Parfums, Inc.","Inter Parfums, Inc. (IPAR)"
IPCC,,IPCC
IPCM,,IPCM
IPG,"Interpublic Group of Companies, Inc. (The)","Interpublic Group of Companies, Inc. (The) (IPG)"
IPGP,IPG Photonics Corporation,IPG Photonics Corporation (IPGP)
IPHI,Inphi Corporation,Inphi Corporation (IPHI)
IPHS,"Innophos Holdings, Inc.","Innophos Holdings, Inc. (IPHS)"
IPI,"Intrepid Potash, Inc","Intrepid Potash, Inc (IPI)"
IPXL,,IPXL
IQNT,,IQNT
IQV,"IQVIA Holdings, Inc.","IQVIA Holdings, Inc. (IQV)"
IR,Ingersoll-Rand plc (Ireland),Ingersoll-Rand plc (Ireland) (IR)
IRBT,iRobot Corporation,iRobot Corporation (IRBT)
IRC,,IRC
IRDM,Iridium Communications Inc,Iridium Communications Inc (IRDM)
IRET,Investors Real Estate Trust,Investors Real Estate Trust (IRET)
IRF,,IRF
IRG,,IRG
IRM,Iron Mountain Incorporated,Iron Mountain Incorporated (IRM)
IRWD,"Ironwood Pharmaceuticals, Inc.","Ironwood Pharmaceuticals, Inc. (IRWD)"
ISBC,"Investors Bancorp, Inc.","Investors Bancorp, Inc. (ISBC)"
ISCA,International Speedway Corporation,International Speedway Corporation (ISCA)
ISH,,ISH
ISIL,,ISIL
ISIS,,ISIS
ISLE,,ISLE
ISRG,"Intuitive Surgical, Inc.","Intuitive Surgical, Inc. (ISRG)"
ISRL,"Isramco, Inc.","Isramco, Inc. (ISRL)"
ISSC,"Innovative Solutions and Support, Inc.","Innovative Solutions and Support, Inc. (ISSC)"
ISSI,,ISSI
IT,"Gartner, Inc.","Gartner, Inc. (IT)"
ITC,,ITC
ITCI,Intra-Cellular Therapies Inc.,Intra-Cellular Therapies Inc. (ITCI)
ITG,"Investment Technology Group, Inc.","Investment Technology Group, Inc. (ITG)"
ITIC,Investors Title Company,Investors Title Company (ITIC)
ITMN,,ITMN
ITRI,"Itron, Inc.","Itron, Inc. (ITRI)"
ITT,ITT Inc.,ITT Inc. (ITT)
ITW,Illinois Tool Works Inc.,Illinois Tool Works Inc. (ITW)
IVAC,"Intevac, Inc.","Intevac, Inc. (IVAC)"
IVC,Invacare Corporation,Invacare Corporation (IVC)
IVR,INVESCO MORTGAGE CAPITAL INC,INVESCO MORTGAGE CAPITAL INC (IVR)
IVZ,Invesco Plc,Invesco Plc (IVZ)
IXYS,,IXYS
JACK,Jack In The Box Inc.,Jack In The Box Inc. (JACK)
JAH,,JAH
JAKK,"JAKKS Pacific, Inc.","JAKKS Pacific, Inc. (JAKK)"
JBHT,"J.B. Hunt Transport Services, Inc.","J.B. Hunt Transport Services, Inc. (JBHT)"
JBL,Jabil Inc.,Jabil Inc. (JBL)
JBLU,JetBlue Airways Corporation,JetBlue Airways Corporation (JBLU)
JBSS,"John B. Sanfilippo & Son, Inc.","John B. Sanfilippo & Son, Inc. (JBSS)"
JBT,John Bean Technologies Corporation,John Bean Technologies Corporation (JBT)
JCI,Johnson Controls International plc,Johnson Controls International plc (JCI)
JCOM,"j2 Global, Inc.","j2 Global, Inc. (JCOM)"
JCP,"J.C. Penney Company, Inc. Holding Company","J.C. Penney Company, Inc. Holding Company (JCP)"
JDSU,,JDSU
JEC,Jacobs Engineering Group Inc.,Jacobs Engineering Group Inc. (JEC)
JGW,,JGW
JIVE,,JIVE
JJSF,J & J Snack Foods Corp.,J & J Snack Foods Corp. (JJSF)
JKHY,"Jack Henry & Associates, Inc.","Jack Henry & Associates, Inc. (JKHY)"
JLL,Jones Lang LaSalle Incorporated,Jones Lang LaSalle Incorporated (JLL)
JMBA,,JMBA
JNJ,Johnson & Johnson,Johnson & Johnson (JNJ)
JNPR,"Juniper Networks, Inc.","Juniper Networks, Inc. (JNPR)"
JNS,,JNS
JNY,,JNY
JOE,St. Joe Company (The),St. Joe Company (The) (JOE)
JONE,"Jones Energy, Inc.","Jones Energy, Inc. (JONE)"
JOUT,Johnson Outdoors Inc.,Johnson Outdoors Inc. (JOUT)
JOY,,JOY
JPM,J P Morgan Chase & Co,J P Morgan Chase & Co (JPM)
JRN,,JRN
JWN,"Nordstrom, Inc.","Nordstrom, Inc. (JWN)"
JW_A,,JW_A
K,Kellogg Company,Kellogg Company (K)
KAI,Kadant Inc,Kadant Inc (KAI)
KALU,Kaiser Aluminum Corporation,Kaiser Aluminum Corporation (KALU)
KAMN,Kaman Corporation,Kaman Corporation (KAMN)
KAR,"KAR Auction Services, Inc","KAR Auction Services, Inc (KAR)"
KBALB,,KBALB
KBH,KB Home,KB Home (KBH)
KBR,"KBR, Inc.","KBR, Inc. (KBR)"
KCG,,KCG
KCLI,,KCLI
KEG,"Key Energy Services, Inc.","Key Energy Services, Inc. (KEG)"
KELYA,"Kelly Services, Inc.","Kelly Services, Inc. (KELYA)"
KEM,Kemet Corporation,Kemet Corporation (KEM)
KERX,"Keryx Biopharmaceuticals, Inc.","Keryx Biopharmaceuticals, Inc. (KERX)"
KEX,Kirby Corporation,Kirby Corporation (KEX)
KEY,KeyCorp,KeyCorp (KEY)
KEYW,The KEYW Holding Corporation,The KEYW Holding Corporation (KEYW)
KFRC,"Kforce, Inc.","Kforce, Inc. (KFRC)"
KFX,,KFX
KFY,Korn/Ferry International,Korn/Ferry International (KFY)
KHC,The Kraft Heinz Company,The Kraft Heinz Company (KHC)
KIM,Kimco Realty Corporation,Kimco Realty Corporation (KIM)
KIN,"Kindred Biosciences, Inc.","Kindred Biosciences, Inc. (KIN)"
KIRK,"Kirkland's, Inc.","Kirkland's, Inc. (KIRK)"
KKD,,KKD
KLAC,KLA-Tencor Corporation,KLA-Tencor Corporation (KLAC)
KMB,Kimberly-Clark Corporation,Kimberly-Clark Corporation (KMB)
KMG,"KMG Chemicals, Inc.","KMG Chemicals, Inc. (KMG)"
KMI,"Kinder Morgan, Inc.","Kinder Morgan, Inc. (KMI)"
KMPR,Kemper Corporation,Kemper Corporation (KMPR)
KMT,Kennametal Inc.,Kennametal Inc. (KMT)
KMX,CarMax Inc,CarMax Inc (KMX)
KND,,KND
KNL,"Knoll, Inc.","Knoll, Inc. (KNL)"
KNX,"Knight Transportation, Inc.","Knight Transportation, Inc. (KNX)"
KO,Coca-Cola Company (The),Coca-Cola Company (The) (KO)
KODK,Eastman Kodak Company,Eastman Kodak Company (KODK)
KOG,,KOG
KOP,Koppers Holdings Inc.,Koppers Holdings Inc. (KOP)
KOPN,Kopin Corporation,Kopin Corporation (KOPN)
KORS,Michael Kors Holdings Limited,Michael Kors Holdings Limited (KORS)
KOS,Kosmos Energy Ltd.,Kosmos Energy Ltd. (KOS)
KPTI,Karyopharm Therapeutics Inc.,Karyopharm Therapeutics Inc. (KPTI)
KR,Kroger Company (The),Kroger Company (The) (KR)
KRA,Kraton Corporation,Kraton Corporation (KRA)
KRC,Kilroy Realty Corporation,Kilroy Realty Corporation (KRC)
KRFT,,KRFT
KRG,Kite Realty Group Trust,Kite Realty Group Trust (KRG)
KRNY,Kearny Financial,Kearny Financial (KRNY)
KRO,Kronos Worldwide Inc,Kronos Worldwide Inc (KRO)
KS,KapStone Paper and Packaging Corporation,KapStone Paper and Packaging Corporation (KS)
KSS,,KSS
KSU,Kansas City Southern,Kansas City Southern (KSU)
KTOS,"Kratos Defense & Security Solutions, Inc.","Kratos Defense & Security Solutions, Inc. (KTOS)"
KTWO,"K2M Group Holdings, Inc.","K2M Group Holdings, Inc. (KTWO)"
KVHI,"KVH Industries, Inc.","KVH Industries, Inc. (KVHI)"
KW,Kennedy-Wilson Holdings Inc.,Kennedy-Wilson Holdings Inc. (KW)
KWK,,KWK
KWR,Quaker Chemical Corporation,Quaker Chemical Corporation (KWR)
KYTH,,KYTH
L,Loews Corporation,Loews Corporation (L)
LABL,Multi-Color Corporation,Multi-Color Corporation (LABL)
LAD,"Lithia Motors, Inc.","Lithia Motors, Inc. (LAD)"
LADR,Ladder Capital Corp,Ladder Capital Corp (LADR)
LAMR,Lamar Advertising Company,Lamar Advertising Company (LAMR)
LANC,Lancaster Colony Corporation,Lancaster Colony Corporation (LANC)
LAYN,,LAYN
LAZ,Lazard Ltd.,Lazard Ltd. (LAZ)
LB,"L Brands, Inc.","L Brands, Inc. (LB)"
LBAI,"Lakeland Bancorp, Inc.","Lakeland Bancorp, Inc. (LBAI)"
LBMH,,LBMH
LBTYA,Liberty Global plc,Liberty Global plc (LBTYA)
LBY,"Libbey, Inc.","Libbey, Inc. (LBY)"
LCI,Lannett Co Inc,Lannett Co Inc (LCI)
LCNB,LCNB Corporation,LCNB Corporation (LCNB)
LCUT,"Lifetime Brands, Inc.","Lifetime Brands, Inc. (LCUT)"
LDL,"Lydall, Inc.","Lydall, Inc. (LDL)"
LDOS,"Leidos Holdings, Inc.","Leidos Holdings, Inc. (LDOS)"
LDR,,LDR
LDRH,,LDRH
LE,"Lands&#39; End, Inc.","Lands&#39; End, Inc. (LE)"
LEA,Lear Corporation,Lear Corporation (LEA)
LEAF,Leaf Group Ltd.,Leaf Group Ltd. (LEAF)
LECO,"Lincoln Electric Holdings, Inc.","Lincoln Electric Holdings, Inc. (LECO)"
LEE,"Lee Enterprises, Incorporated","Lee Enterprises, Incorporated (LEE)"
LEG,"Leggett & Platt, Incorporated","Leggett & Platt, Incorporated (LEG)"
LEN,Lennar Corporation,Lennar Corporation (LEN)
LF,,LF
LFUS,"Littelfuse, Inc.","Littelfuse, Inc. (LFUS)"
LFVN,Lifevantage Corporation,Lifevantage Corporation (LFVN)
LG,,LG
LGF,,LGF
LGIH,"LGI Homes, Inc.","LGI Homes, Inc. (LGIH)"
LGND,Ligand Pharmaceuticals Incorporated,Ligand Pharmaceuticals Incorporated (LGND)
LH,Laboratory Corporation of America Holdings,Laboratory Corporation of America Holdings (LH)
LHCG,LHC Group,LHC Group (LHCG)
LHO,LaSalle Hotel Properties,LaSalle Hotel Properties (LHO)
LIFE,"aTyr Pharma, Inc.","aTyr Pharma, Inc. (LIFE)"
LII,"Lennox International, Inc.","Lennox International, Inc. (LII)"
LINC,Lincoln Educational Services Corporation,Lincoln Educational Services Corporation (LINC)
LINTA,,LINTA
LION,Fidelity Southern Corporation,Fidelity Southern Corporation (LION)
LIOX,,LIOX
LKFN,Lakeland Financial Corporation,Lakeland Financial Corporation (LKFN)
LKQ,LKQ Corporation,LKQ Corporation (LKQ)
LL,"Lumber Liquidators Holdings, Inc","Lumber Liquidators Holdings, Inc (LL)"
LLEN,,LLEN
LLL,"L3 Technologies, Inc.","L3 Technologies, Inc. (LLL)"
LLNW,"Limelight Networks, Inc.","Limelight Networks, Inc. (LLNW)"
LLTC,,LLTC
LLY,Eli Lilly and Company,Eli Lilly and Company (LLY)
LM,"Legg Mason, Inc.","Legg Mason, Inc. (LM)"
LMCA,,LMCA
LMIA,,LMIA
LMNR,Limoneira Co,Limoneira Co (LMNR)
LMNX,Luminex Corporation,Luminex Corporation (LMNX)
LMOS,,LMOS
LMT,Lockheed Martin Corporation,Lockheed Martin Corporation (LMT)
LNC,Lincoln National Corporation,Lincoln National Corporation (LNC)
LNCE,,LNCE
LNDC,Landec Corporation,Landec Corporation (LNDC)
LNG,"Cheniere Energy, Inc.","Cheniere Energy, Inc. (LNG)"
LNKD,,LNKD
LNN,Lindsay Corporation,Lindsay Corporation (LNN)
LNT,Alliant Energy Corporation,Alliant Energy Corporation (LNT)
LO,,LO
LOCK,,LOCK
LOGM,"LogMein, Inc.","LogMein, Inc. (LOGM)"
LOPE,"Grand Canyon Education, Inc.","Grand Canyon Education, Inc. (LOPE)"
LORL,"Loral Space and Communications, Inc.","Loral Space and Communications, Inc. (LORL)"
LOV,"Spark Networks, Inc.","Spark Networks, Inc. (LOV)"
LOW,"Lowe's Companies, Inc.","Lowe's Companies, Inc. (LOW)"
LPG,Dorian LPG Ltd.,Dorian LPG Ltd. (LPG)
LPI,"Laredo Petroleum, Inc.","Laredo Petroleum, Inc. (LPI)"
LPLA,LPL Financial Holdings Inc.,LPL Financial Holdings Inc. (LPLA)
LPNT,"LifePoint Health, Inc.","LifePoint Health, Inc. (LPNT)"
LPSN,"LivePerson, Inc.","LivePerson, Inc. (LPSN)"
LPX,Louisiana-Pacific Corporation,Louisiana-Pacific Corporation (LPX)
LQ,,LQ
LQDT,"Liquidity Services, Inc.","Liquidity Services, Inc. (LQDT)"
LRCX,Lam Research Corporation,Lam Research Corporation (LRCX)
LRN,K12 Inc,K12 Inc (LRN)
LSCC,Lattice Semiconductor Corporation,Lattice Semiconductor Corporation (LSCC)
LSI,"Life Storage, Inc.","Life Storage, Inc. (LSI)"
LSTR,"Landstar System, Inc.","Landstar System, Inc. (LSTR)"
LTC,"LTC Properties, Inc.","LTC Properties, Inc. (LTC)"
LTM,LATAM Airlines Group S.A.,LATAM Airlines Group S.A. (LTM)
LTS,Ladenburg Thalmann Financial Services Inc,Ladenburg Thalmann Financial Services Inc (LTS)
LTXC,,LTXC
LUB,"Luby's, Inc.","Luby's, Inc. (LUB)"
LUK,,LUK
LUV,Southwest Airlines Company,Southwest Airlines Company (LUV)
LVLT,,LVLT
LVNTA,,LVNTA
LVS,Las Vegas Sands Corp.,Las Vegas Sands Corp. (LVS)
LWAY,"Lifeway Foods, Inc.","Lifeway Foods, Inc. (LWAY)"
LXFT,"Luxoft Holding, Inc.","Luxoft Holding, Inc. (LXFT)"
LXK,,LXK
LXP,Lexington Realty Trust,Lexington Realty Trust (LXP)
LXRX,"Lexicon Pharmaceuticals, Inc.","Lexicon Pharmaceuticals, Inc. (LXRX)"
LXU,Lsb Industries Inc.,Lsb Industries Inc. (LXU)
LYB,LyondellBasell Industries NV,LyondellBasell Industries NV (LYB)
LYTS,LSI Industries Inc.,LSI Industries Inc. (LYTS)
LYV,"Live Nation Entertainment, Inc.","Live Nation Entertainment, Inc. (LYV)"
LZB,La-Z-Boy Incorporated,La-Z-Boy Incorporated (LZB)
M,,M
MA,Mastercard Incorporated,Mastercard Incorporated (MA)
MAA,"Mid-America Apartment Communities, Inc.","Mid-America Apartment Communities, Inc. (MAA)"
MAC,Macerich Company (The),Macerich Company (The) (MAC)
MACK,"Merrimack Pharmaceuticals, Inc.","Merrimack Pharmaceuticals, Inc. (MACK)"
MAIN,Main Street Capital Corporation,Main Street Capital Corporation (MAIN)
MAN,ManpowerGroup,ManpowerGroup (MAN)
MANH,"Manhattan Associates, Inc.","Manhattan Associates, Inc. (MANH)"
MANT,ManTech International Corporation,ManTech International Corporation (MANT)
MAR,Marriott International,Marriott International (MAR)
MAS,Masco Corporation,Masco Corporation (MAS)
MASI,Masimo Corporation,Masimo Corporation (MASI)
MAT,"Mattel, Inc.","Mattel, Inc. (MAT)"
MATW,Matthews International Corporation,Matthews International Corporation (MATW)
MATX,"Matson, Inc.","Matson, Inc. (MATX)"
MBFI,MB Financial Inc.,MB Financial Inc. (MBFI)
MBI,"MBIA, Inc.","MBIA, Inc. (MBI)"
MBII,"Marrone Bio Innovations, Inc.","Marrone Bio Innovations, Inc. (MBII)"
MBRG,,MBRG
MBUU,"Malibu Boats, Inc.","Malibu Boats, Inc. (MBUU)"
MBVT,,MBVT
MBWM,Mercantile Bank Corporation,Mercantile Bank Corporation (MBWM)
MC,Moelis & Company,Moelis & Company (MC)
MCBC,Macatawa Bank Corporation,Macatawa Bank Corporation (MCBC)
MCC,Medley Capital Corporation,Medley Capital Corporation (MCC)
MCD,,MCD
MCF,Contango Oil & Gas Company,Contango Oil & Gas Company (MCF)
MCGC,,MCGC
MCHP,Microchip Technology Incorporated,Microchip Technology Incorporated (MCHP)
MCHX,"Marchex, Inc.","Marchex, Inc. (MCHX)"
MCK,McKesson Corporation,McKesson Corporation (MCK)
MCO,,MCO
MCP,,MCP
MCRI,"Monarch Casino & Resort, Inc.","Monarch Casino & Resort, Inc. (MCRI)"
MCRL,,MCRL
MCRS,,MCRS
MCS,Marcus Corporation (The),Marcus Corporation (The) (MCS)
MCY,Mercury General Corporation,Mercury General Corporation (MCY)
MD,"Mednax, Inc","Mednax, Inc (MD)"
MDAS,,MDAS
MDC,"M.D.C. Holdings, Inc.","M.D.C. Holdings, Inc. (MDC)"
MDCA,MDC Partners Inc.,MDC Partners Inc. (MDCA)
MDCI,,MDCI
MDCO,The Medicines Company,The Medicines Company (MDCO)
MDLZ,"Mondelez International, Inc.","Mondelez International, Inc. (MDLZ)"
MDP,Meredith Corporation,Meredith Corporation (MDP)
MDR,"McDermott International, Inc.","McDermott International, Inc. (MDR)"
MDRX,"Allscripts Healthcare Solutions, Inc.","Allscripts Healthcare Solutions, Inc. (MDRX)"
MDSO,"Medidata Solutions, Inc.","Medidata Solutions, Inc. (MDSO)"
MDT,Medtronic plc,Medtronic plc (MDT)
MDU,"MDU Resources Group, Inc.","MDU Resources Group, Inc. (MDU)"
MDVN,,MDVN
MDW,,MDW
MDXG,"MiMedx Group, Inc","MiMedx Group, Inc (MDXG)"
MEAS,,MEAS
MED,MEDIFAST INC,MEDIFAST INC (MED)
MEG,,MEG
MEI,"Methode Electronics, Inc.","Methode Electronics, Inc. (MEI)"
MEIP,"MEI Pharma, Inc.","MEI Pharma, Inc. (MEIP)"
MENT,,MENT
MET,"MetLife, Inc.","MetLife, Inc. (MET)"
METR,,METR
MFA,"MFA Financial, Inc.","MFA Financial, Inc. (MFA)"
MFLX,,MFLX
MFRM,,MFRM
MG,Mistras Group Inc,Mistras Group Inc (MG)
MGAM,,MGAM
MGEE,MGE Energy Inc.,MGE Energy Inc. (MGEE)
MGI,"Moneygram International, Inc.","Moneygram International, Inc. (MGI)"
MGLN,"Magellan Health, Inc.","Magellan Health, Inc. (MGLN)"
MGM,MGM Resorts International,MGM Resorts International (MGM)
MGNX,"MacroGenics, Inc.","MacroGenics, Inc. (MGNX)"
MGRC,McGrath RentCorp,McGrath RentCorp (MGRC)
MHFI,,MHFI
MHGC,,MHGC
MHK,"Mohawk Industries, Inc.","Mohawk Industries, Inc. (MHK)"
MHLD,"Maiden Holdings, Ltd.","Maiden Holdings, Ltd. (MHLD)"
MHO,"M/I Homes, Inc.","M/I Homes, Inc. (MHO)"
MHR,,MHR
MIDD,The Middleby Corporation,The Middleby Corporation (MIDD)
MIG,,MIG
MIL,,MIL
MILL,,MILL
MIND,"Mitcham Industries, Inc.","Mitcham Industries, Inc. (MIND)"
MINI,"Mobile Mini, Inc.","Mobile Mini, Inc. (MINI)"
MITK,"Mitek Systems, Inc.","Mitek Systems, Inc. (MITK)"
MITT,"AG Mortgage Investment Trust, Inc.","AG Mortgage Investment Trust, Inc. (MITT)"
MJN,,MJN
MKC,"McCormick & Company, Incorporated","McCormick & Company, Incorporated (MKC)"
MKL,Markel Corporation,Markel Corporation (MKL)
MKSI,"MKS Instruments, Inc.","MKS Instruments, Inc. (MKSI)"
MKTO,,MKTO
MKTX,"MarketAxess Holdings, Inc.","MarketAxess Holdings, Inc. (MKTX)"
MLAB,"Mesa Laboratories, Inc.","Mesa Laboratories, Inc. (MLAB)"
MLHR,"Herman Miller, Inc.","Herman Miller, Inc. (MLHR)"
MLI,"Mueller Industries, Inc.","Mueller Industries, Inc. (MLI)"
MLM,"Martin Marietta Materials, Inc.","Martin Marietta Materials, Inc. (MLM)"
MLNK,,MLNK
MLR,"Miller Industries, Inc.","Miller Industries, Inc. (MLR)"
MM,,MM
MMC,"Marsh & McLennan Companies, Inc.","Marsh & McLennan Companies, Inc. (MMC)"
MMI,"Marcus & Millichap, Inc.","Marcus & Millichap, Inc. (MMI)"
MMM,3M Company,3M Company (MMM)
MMS,"Maximus, Inc.","Maximus, Inc. (MMS)"
MMSI,"Merit Medical Systems, Inc.","Merit Medical Systems, Inc. (MMSI)"
MN,"Manning & Napier, Inc.","Manning & Napier, Inc. (MN)"
MNI,McClatchy Company (The),McClatchy Company (The) (MNI)
MNK,Mallinckrodt plc,Mallinckrodt plc (MNK)
MNKD,MannKind Corporation,MannKind Corporation (MNKD)
MNR,Monmouth Real Estate Investment Corporation,Monmouth Real Estate Investment Corporation (MNR)
MNRO,"Monro, Inc. ","Monro, Inc.  (MNRO)"
MNST,Monster Beverage Corporation,Monster Beverage Corporation (MNST)
MNTA,"Momenta Pharmaceuticals, Inc.","Momenta Pharmaceuticals, Inc. (MNTA)"
MNTX,"Manitex International, Inc.","Manitex International, Inc. (MNTX)"
MO,Altria Group,Altria Group (MO)
MOD,Modine Manufacturing Company,Modine Manufacturing Company (MOD)
MODN,"Model N, Inc.","Model N, Inc. (MODN)"
MOFG,"MidWestOne Financial Group, Inc.","MidWestOne Financial Group, Inc. (MOFG)"
MOG_A,,MOG_A
MOH,Molina Healthcare Inc,Molina Healthcare Inc (MOH)
MON,,MON
MORN,"Morningstar, Inc.","Morningstar, Inc. (MORN)"
MOS,Mosaic Company (The),Mosaic Company (The) (MOS)
MOSY,"MoSys, Inc.","MoSys, Inc. (MOSY)"
MOV,Movado Group Inc.,Movado Group Inc. (MOV)
MOVE,,MOVE
MPAA,"Motorcar Parts of America, Inc.","Motorcar Parts of America, Inc. (MPAA)"
MPC,Marathon Petroleum Corporation,Marathon Petroleum Corporation (MPC)
MPO,"MIDSTATES PETROLEUM COMPANY, INC.","MIDSTATES PETROLEUM COMPANY, INC. (MPO)"
MPW,"Medical Properties Trust, Inc.","Medical Properties Trust, Inc. (MPW)"
MPWR,"Monolithic Power Systems, Inc.","Monolithic Power Systems, Inc. (MPWR)"
MPX,Marine Products Corporation,Marine Products Corporation (MPX)
MRC,MRC Global Inc.,MRC Global Inc. (MRC)
MRCY,Mercury Systems Inc,Mercury Systems Inc (MRCY)
MRGE,,MRGE
MRH,,MRH
MRIN,Marin Software Incorporated,Marin Software Incorporated (MRIN)
MRK,"Merck & Company, Inc.","Merck & Company, Inc. (MRK)"
MRLN,Marlin Business Services Corp.,Marlin Business Services Corp. (MRLN)
MRO,Marathon Oil Corporation,Marathon Oil Corporation (MRO)
MRTN,"Marten Transport, Ltd.","Marten Transport, Ltd. (MRTN)"
MRTX,"Mirati Therapeutics, Inc.","Mirati Therapeutics, Inc. (MRTX)"
MRVL,Marvell Technology Group Ltd.,Marvell Technology Group Ltd. (MRVL)
MS,Morgan Stanley,Morgan Stanley (MS)
MSA,MSA Safety Incorporporated,MSA Safety Incorporporated (MSA)
MSCC,,MSCC
MSCI,MSCI Inc,MSCI Inc (MSCI)
MSEX,Middlesex Water Company,Middlesex Water Company (MSEX)
MSFG,,MSFG
MSFT,Microsoft Corporation,Microsoft Corporation (MSFT)
MSG,The Madison Square Garden Company,The Madison Square Garden Company (MSG)
MSI,"Motorola Solutions, Inc.","Motorola Solutions, Inc. (MSI)"
MSL,MidSouth Bancorp,MidSouth Bancorp (MSL)
MSM,"MSC Industrial Direct Company, Inc.","MSC Industrial Direct Company, Inc. (MSM)"
MSO,,MSO
MSTR,MicroStrategy Incorporated,MicroStrategy Incorporated (MSTR)
MTB,M&T Bank Corporation,M&T Bank Corporation (MTB)
MTD,"Mettler-Toledo International, Inc.","Mettler-Toledo International, Inc. (MTD)"
MTDR,Matador Resources Company,Matador Resources Company (MTDR)
MTG,MGIC Investment Corporation,MGIC Investment Corporation (MTG)
MTGE,,MTGE
MTH,Meritage Corporation,Meritage Corporation (MTH)
MTN,"Vail Resorts, Inc.","Vail Resorts, Inc. (MTN)"
MTOR,"Meritor, Inc.","Meritor, Inc. (MTOR)"
MTRN,Materion Corporation,Materion Corporation (MTRN)
MTRX,Matrix Service Company,Matrix Service Company (MTRX)
MTSC,MTS Systems Corporation,MTS Systems Corporation (MTSC)
MTSI,"MACOM Technology Solutions Holdings, Inc.","MACOM Technology Solutions Holdings, Inc. (MTSI)"
MTW,"Manitowoc Company, Inc. (The)","Manitowoc Company, Inc. (The) (MTW)"
MTX,Minerals Technologies Inc.,Minerals Technologies Inc. (MTX)
MTZ,"MasTec, Inc.","MasTec, Inc. (MTZ)"
MU,"Micron Technology, Inc.","Micron Technology, Inc. (MU)"
MUR,Murphy Oil Corporation,Murphy Oil Corporation (MUR)
MUSA,Murphy USA Inc.,Murphy USA Inc. (MUSA)
MVC,"MVC Capital, Inc.","MVC Capital, Inc. (MVC)"
MVNR,,MVNR
MW,,MW
MWA,Mueller Water Products Inc,Mueller Water Products Inc (MWA)
